"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200008258930,2,2000/08/25,2008/03/25,ISSUED,9,2009/03/25,250000,268800,,,"1 FAMILY DWELLING",1,5730,1,200,,PUTNAM,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT A FOUR STORY SINGLE FAMILY DWELLING BUILDING."
#200211222105,2,2002/11/22,2008/03/21,ISSUED,9,2010/03/21,250000,700000,,,"1 FAMILY DWELLING",1,5894,22,120,,MAYNARD,ST,,,"MIKE JOYCE CONSTRUCTION",,6507960711,"MIKE JOYCE CONSTRUCTION","P.O. BOX 117332",,BURLINGAME,CA,94011,,,"ERECT THREE STORY SINGLE FAMILY DWELLING UNIT."
#200211222107,6,2002/11/22,2008/03/21,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,5894,22,120,,MAYNARD,ST,,,"MIKE JOYCE CONSTRUCTION",,6507960711,"MIKE JOYCE CONSTRUCTION","P.O. BOX 117332",,BURLINGAME,CA,94011,"ALLEN LIM",4156644880,"DEMOLISH TWO STORY SINGLE FAMILY DWELLING"
#200212204002,3,2002/12/20,2008/03/19,ISSUED,9,2008/09/19,15000,15000,APARTMENTS,3,APARTMENTS,3,6652,38,1733,,NOE,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW REAR DECK & STAIR (N) SI FRENCH DOORS IN (E) WINDOW OPENINGS."
#200212204002,3,2002/12/20,2008/03/19,ISSUED,9,2008/09/19,15000,15000,APARTMENTS,3,APARTMENTS,3,6652,39,1731,,NOE,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW REAR DECK & STAIR (N) SI FRENCH DOORS IN (E) WINDOW OPENINGS."
#200212204002,3,2002/12/20,2008/03/19,ISSUED,9,2008/09/19,15000,15000,APARTMENTS,3,APARTMENTS,3,6652,37,1735,,NOE,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW REAR DECK & STAIR (N) SI FRENCH DOORS IN (E) WINDOW OPENINGS."
#200310097087,3,2003/10/09,2008/03/21,ISSUED,9,2009/03/21,200000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6023,17,359,,MOSCOW,ST,,,,,,,,,,,,,,"REMODEL 1900 Sf OF (E) LIVING SPACE.  ADD 2700 Sf NEW LIVING SPACE"
#200404131188,3,2004/04/13,2008/03/06,ISSUED,9,2008/07/06,1,1,"RETAIL SALES",0,"RETAIL SALES",0,7295,21,3251,,20TH,AV,,,,,,,,,,,,,,"DISABLED ACCESS COMPLIANCE STATUS DOCUMENTATION  AB 056 DRAFT 5 COVERING: PARKING  EXTERIOR PATH OF TRAVEL  INTERIOR PATH OF TRAVEL  TOILET FACILITIES  SIGNAGE. NEW YORK INCLUDES RECONFIGURATION OF 4 ACCESSIBLE TOILET STALLS WITH RELATED PARTITION AND FINISH WORK  PAINTING & STRIPING & NEW SIGNAGE"
#200411139082,2,2004/11/13,2008/03/17,ISSUED,9,2010/03/17,300000,650000,,,"2 FAMILY DWELLING",2,5054A,93,98,,"MARY TERESA",ST,,,"JOSEPH IMBELLONI",,4156477333,"IMBELLONI CONSTRUCTION",19TH,ST,"SAN FRANCISCO",CA,94110,,,"TO ERECT 3 STORIES OF 2 FAMILY DWELLING."
#200411139083,2,2004/11/13,2008/03/17,ISSUED,9,2010/03/17,300000,650000,,,"2 FAMILY DWELLING",2,5054A,93,88,,MEGAN,DR,,,"JOSEPH IMBELLONI",,4156477333,"IMBELLONI CONSTRUCTION",19TH,ST,"SAN FRANCISCO",CA,94110,,,"TO ERECT 3 STORIES OF 2 FAMILY DWELLING."
#200411139084,2,2004/11/13,2008/03/17,ISSUED,9,2010/03/17,300000,650000,,,"2 FAMILY DWELLING",2,5054A,93,78,,MEGAN,DR,,,"JOSEPH IMBELLONI",,4156477333,"IMBELLONI CONSTRUCTION",19TH,ST,"SAN FRANCISCO",CA,94110,,,"TO ERECT 3 STORIES OF 2 FAMILY DWELLILNG."
#200411139085,2,2004/11/13,2008/03/17,ISSUED,9,2010/03/17,300000,650000,,,"2 FAMILY DWELLING",2,5054A,93,68,,MEGAN,DR,,,"JOSEPH IMBELLONI",,4156477333,"IMBELLONI CONSTRUCTION",19TH,ST,"SAN FRANCISCO",CA,94110,,,"TO ERECT 3 STORIES OF 2 FAMILY DWELLING."
#200411139087,2,2004/11/13,2008/03/17,ISSUED,9,2010/03/17,300000,650000,,,"2 FAMILY DWELLING",2,5054A,93,48,,MEGAN,DR,,,"JOSEPH IMBELLONI",,4156477333,"IMBELLONI CONSTRUCTION",19TH,ST,"SAN FRANCISCO",CA,94110,,,"TO ERECT 3 STORIES OF 2 FAMILY DWELLING."
#200411139088,2,2004/11/13,2008/03/17,ISSUED,9,2010/03/17,300000,650000,,,"2 FAMILY DWELLING",2,5054A,93,38,,MEGAN,DR,,,"JOSEPH IMBELLONI",,4156477333,"IMBELLONI CONSTRUCTION",19TH,ST,"SAN FRANCISCO",CA,94110,,,"TO ERECT 3 STORIES OF 2 FAMILY DWELLING."
