"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200102262950,2,2001/02/26,2006/12/20,ISSUED,9,2010/09/20,1500000,2500000,,,APARTMENTS,6,3612,42,2405,,FOLSOM,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"AZ DESIGN & ENGINEERING  797-B JENEVEIN AV SAN BRU",6505534031,"ERECT A FOUR STORY SIX UNITS RESIDENTIAL BLDG WITH COMMERCIAL."
#200103023358,6,2001/03/02,2006/12/22,ISSUED,9,,,,"DAY CARE CENTER",0,,,2041,32,1738,,09TH,AV,,,,,,,,,,,,"JAMES LI 1603 CABRILLO ST  SF  CA 94121",4156681618,"DEMOLISH A TWO STORY CHILD CARE FACILITY."
#200103023358,6,2001/03/02,2006/12/22,ISSUED,9,,,,"DAY CARE CENTER",0,,,2041,31,1740,,09TH,AV,,,,,,,,,,,,"JAMES LI 1603 CABRILLO ST  SF  CA 94121",4156681618,"DEMOLISH A TWO STORY CHILD CARE FACILITY."
#200205136349,2,2002/05/13,2006/12/11,ISSUED,9,2008/12/11,265000,638213,,,"2 FAMILY DWELLING",2,5712,27,3579,,MISSION,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"VAN LY",4683222,"ERECT A 3 STORIES  1 BASEMENT  2 FAMILY DWELLING UNITS."
#200305134418,3,2003/05/13,2006/12/18,ISSUED,9,2007/12/18,125000,175000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6131,56,763,,UNIVERSITY,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"ADDING ADDITIONAL FLOOR."
#200305295733,3,2003/05/29,2006/12/29,ISSUED,9,2007/12/29,147795,147795,APARTMENTS,14,APARTMENTS,14,299,11,724,,LEAVENWORTH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"PATRICK BUSCOVICH & ASSOC 235 MONTGOMERY #823 SF ",4157882708,"UMB-SPECIAL PROCEDURES."
#200309094160,2,2003/09/09,2006/12/14,ISSUED,9,2007/12/14,125000,247195,,,"1 FAMILY DWELLING",1,3587,18,3620,,19TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG 1 - TO ERECT 2 STORIES  1 FAMILY DWELLING BLDG."
#200309094160,2,2003/09/09,2006/12/14,ISSUED,9,2007/12/14,125000,247195,,,"1 FAMILY DWELLING",1,3587,70,3620,,19TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG 1 - TO ERECT 2 STORIES  1 FAMILY DWELLING BLDG."
#200309094164,2,2003/09/09,2006/12/14,ISSUED,9,2007/12/14,125000,247195,,,"1 FAMILY DWELLING",1,3587,18,3620,,19TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG 2 - TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT."
#200309094164,2,2003/09/09,2006/12/14,ISSUED,9,2007/12/14,125000,247195,,,"1 FAMILY DWELLING",1,3587,70,3620,,19TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG 2 - TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT."
