"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#200306096637,3,2003/06/09,2008/11/26,ISSUED,9,2009/05/26,15000,18000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1598,16,781,,46TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD EXERCISE RM AT GROUND FL AND ROOF DECK AT 2ND FL.",
#200310066599,2,2003/10/06,2008/11/20,ISSUED,9,2010/11/20,129000,375999,,,"1 FAMILY DWELLING",1,5618,20,152,,ELSIE,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"SUHEIL SHATARA 522 2ND ST SF CA",,"ERECT A TWO STORY SINGLE FAMILY DWELING",
#200512079766,3,2005/12/07,2008/11/21,ISSUED,9,2010/11/21,400000,891709,APARTMENTS,4,APARTMENTS,4,127,11,8,,"RUSSIAN HILL",PL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMODEL OF (E) 3 STORY & BASEMENT ADDTION OF MASTER BEDROOM IN BASEMENT ADDTION OF BAY WINDOW FROM BASEMENT THRU 3RD FLR. ADDITION OF LIVING SPACE ON 3RD FLR ADDITION OF ROOF DECK.",
#200602073971,3,2006/02/07,2008/11/21,ISSUED,9,2009/11/21,100000,100000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,652,12,2148,,PINE,ST,,,"KEVIN WEBB",,4154749905,"KEVIN WEBB CONSTRUCTION","PIERCE ST.  2ND FLR",,"SAN FRANCISCO",CA,94123-2700,,,"PROPOSED NEW GARAGE. NOV 200561072 (BID).",
#200602154655,3,2006/02/15,2008/11/26,ISSUED,9,2009/03/26,500,500,OFFICE,0,OFFICE,0,3712,23,60,,SPEAR,ST,,,"JOHN PRIBUS/BAYARDO CHAMORRO",,6505880447,"PRIBUSS ENGINEERING INC",MAYFAIR,AV,"SOUTH SAN FRANCISCO",CA,94080-0000,,,"UMBRELLA PERMIT- SPRINKLER HIGH RISE RETROFIT ORDINANCE 377-93",
#200602215056,6,2006/02/21,2008/11/17,ISSUED,9,,,,"FILLING/SERVICE STN",0,,,619,12,1860,,"VAN NESS",AV,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO DEMOLISH 1 STORY CANOPY (SERVICE STATION)",
#200602215056,6,2006/02/21,2008/11/17,ISSUED,9,,,,"FILLING/SERVICE STN",0,,,619,12,1868,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO DEMOLISH 1 STORY CANOPY (SERVICE STATION)",
#200602215057,1,2006/02/21,2008/11/17,ISSUED,9,2013/05/17,1000000,10000000,,,APARTMENTS,35,619,12,1860,,"VAN NESS",AV,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 8 STORIES  35 DWELLING UNITS OF RESIDENTIAL & RETAIL STORE.",
#200602215057,1,2006/02/21,2008/11/17,ISSUED,9,2013/05/17,1000000,10000000,,,APARTMENTS,35,619,12,1868,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 8 STORIES  35 DWELLING UNITS OF RESIDENTIAL & RETAIL STORE.",
#200605091110,3,2006/05/09,2008/11/17,ISSUED,9,1938/11/17,95000,367000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6916,10,456,,URBANO,DR,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL ADDITION AT REAR AND NEW 2ND FLOOR NEW ROOM/NEW ADDT'L FOOTING  WALL ROOF  BATHROOM AND POWER SUPPLY",
