"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#200504018986,3,2005/04/01,2009/02/13,ISSUED,9,2011/02/13,235000,360000,"2 FAMILY DWELLING",2,APARTMENTS,3,4172,28,1133,,TENNESSEE,ST,,,"HENRY KARNILOWICZ",,4156217533,"OCCIDENTAL EXPRESS **SEE NOTE***",HOWARD,ST,"SAN FRANCISCO",CA,94103-2806,,,"COMPLY WITH 2007 NEW CODE. CHANGE IN USE FROM R3 TO R2. 3 LEVEL HORIZONTAL ADDITION TO REAR OF BUILDING  ADDING 3RD DWELLING UNIT AT GROUND LEVEL AND PAKING",
#200605020421,2,2006/05/02,2009/02/06,ISSUED,9,2011/02/06,200000,516000,,,"1 FAMILY DWELLING",1,6080,38,337,,LISBON,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"(FRONT BUILDING) TO ERECT 3-STORY  1 DWELLING UNIT NEW BUILDING IN FRONT.",
#200605020425,6,2006/05/02,2009/02/06,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6080,38,337,,LISBON,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO DEMOLISH 1 DWELLING UNIT AT REAR",
#200707035803,3,2007/07/03,2009/02/04,ISSUED,9,2010/02/04,120000,210000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,1558,013B,557,,15TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZ. ADDITION TO REAR BUILDING. CONVERT SINGLE FAMILY HOUSE INTO 2 UNITS.",
#200708099241,3,2007/08/09,2009/02/18,ISSUED,9,2009/08/18,20000,25000,APARTMENTS,4,APARTMENTS,4,624,103,1967,,CLAY,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"WORK @ UNIT# 1967 ONLY. CONSTRUCT NEW WOOD FRAMED DECK & RAILING LOCATED AT REAR OF BUILDING. REMOVE 3 WINDOWS AND INSTALL DOUBLE DOORS.",
#200710155451,3,2007/10/15,2009/02/20,ISSUED,9,2011/02/20,410000,618855,"PRKNG GARAGE/PRIVATE",0,"1 FAMILY DWELLING",1,6729,65,34,,SURREY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"CHANGE OF OCCUPANCY FROM U-1 GARAGE TO U-1 GARAGE WITH 3 STORIES OF R-3 SFD.",
#200712271417,3,2007/12/27,2009/02/05,ISSUED,9,2009/08/05,17000,20000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1367,13,151,,07TH,AV,,,"VINCE  RINALDI",,4155664901,"RINALDI CONSTRUCTION",14TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"Remove (E) illegal 1 story deck  replace with new 2 story deck & stairs at rear yard. REMOVE ROOF DECK AT 4/F  REMOVE BATHROOM AT 4/F & CONVERT TO STORAGE ONLY.",
#200712271417,3,2007/12/27,2009/02/05,ISSUED,9,2009/08/05,17000,20000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1367,13,153,,07TH,AV,,,"VINCE  RINALDI",,4155664901,"RINALDI CONSTRUCTION",14TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"Remove (E) illegal 1 story deck  replace with new 2 story deck & stairs at rear yard. REMOVE ROOF DECK AT 4/F  REMOVE BATHROOM AT 4/F & CONVERT TO STORAGE ONLY.",
#200712311575,3,2007/12/31,2009/02/19,ISSUED,9,2010/02/19,280000,280000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2198,8,2167,,19TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Horizontal and vertical rear addition and remodel existing bedrooms per plan.",
#200801082061,3,2008/01/08,2009/02/24,ISSUED,9,2010/02/24,75000,75000,"TOURIST HOTEL/MOTEL",186,"TOURIST HOTEL/MOTEL",186,315,3,225,,POWELL,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"EXTEND (E) SPRINKLER SYSTEM FROM CORRIDOR INTO GUESTROOMS. 770 NEW SPRINKLER HEADS.",
