"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#200103073631,3,2001/03/07,2005/07/19,ISSUED,9,2006/07/19,182500,250000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,6509,20,3899,,24TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"PROPOSTED ALTERATION AND HORIZONTAL ADDITION TO EXISTING BUILDING",
#200103073631,3,2001/03/07,2005/07/19,ISSUED,9,2006/07/19,182500,250000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,6509,20,3895,,24TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"PROPOSTED ALTERATION AND HORIZONTAL ADDITION TO EXISTING BUILDING",
#200202048348,2,2002/02/04,2005/07/12,ISSUED,9,2006/07/12,250000,250000,,,"1 FAMILY DWELLING",1,6087,41,301,,RUSSIA,AV,,,,,,,,,,,,"MANOUTCHER GHANBARI 1 N. HILL OAKLAND CA",5105484080,"NEW BUILDING - 3 STORIES 2 DWELLING UNITS.",
#200203181623,3,2002/03/18,2005/07/01,ISSUED,9,2007/07/01,380000,380000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,578,14,1979,,BROADWAY,*,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD 388 SQ.FT. IN REAR YARD AT 3 LEVELS PLUS 400 SQ.FT. ON TOP OF (E) BLDG. @ REAR  LENGTHEN PARKING",
#200203181623,3,2002/03/18,2005/07/01,ISSUED,9,2007/07/01,380000,380000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,578,14,1981,,BROADWAY,*,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD 388 SQ.FT. IN REAR YARD AT 3 LEVELS PLUS 400 SQ.FT. ON TOP OF (E) BLDG. @ REAR  LENGTHEN PARKING",
#200207181780,3,2002/07/18,2005/07/05,ISSUED,9,2007/07/05,390000,510000,"1 FAMILY DWELLING",1,APARTMENTS,3,3590,004A,746,,"SOUTH VAN NESS",AV,,,,,,,,,,,,"NO W.C. AND BTRC",,"ZONING ALLOWS 3 UNIT CONST. IN THIS PROPERTY. (E) BLDG & ARCHITECTURAL FEATURES WILL BE SAVED AND",
#200207232126,3,2002/07/23,2005/07/14,ISSUED,9,2006/07/14,85000,120000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2988A,028A,211,,WAWONA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"NEAL SCHWARTZ",5500430,"(N)1 STORY REAR ADDITION  (N) REAR DECK OVER (N)BASEMENT TO BE USED AS DEN  REMODEL KITCHEN  (N)DECK",
#200208073377,3,2002/08/07,2005/07/07,ISSUED,9,2006/07/07,40000,60000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7137,64,214,,SAGAMORE,ST,,,,,,,,,,,,"RICHARD M. CAMPONUEVO 2380 JUNIPERO SERRA BLVD 940",,"ADDITION 2 BEDROOMS  1 BATHROOM & LAUDRY ROOM",
#200208224688,3,2002/08/22,2005/07/12,ISSUED,9,2007/07/12,350000,350000,APARTMENTS,113,APARTMENTS,113,297,13,635,,SUTTER,ST,0,,,,,,,,,,,,,"SEISMIC STRENGTHENING AS SETFORTH IN DEGENKOLB ENGINEERS DRAWINGS DTD 7-15-2002",
#200210280046,3,2002/10/28,2005/07/12,ISSUED,9,2005/11/12,1,1,APARTMENTS,97,APARTMENTS,97,322,12,641,,O'FARRELL,ST,,,OBR,OBR,,OBR,OBR,,OBR,CA,00000-0000,,,"SEISMIC RETROFITTING FULL COMPLIANCE WITH THIS PA# 2001/05/22/9752-R1 PARTIAL COMPILANCE.",
#200212204004,2,2002/12/20,2005/07/25,ISSUED,9,,,14569000,,,NURSERY(FLORAL),0,2842,7,375,,"LAGUNA HONDA",BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW HOSPITAL SITE IMPROVEMENTS (FARM & GREENHOUSE)",
