"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200004106857,3,2000/04/10,2006/02/03,ISSUED,9,2012/02/10,22000000,22000000,"SEWAGE PLANT",0,MUSEUM,0,3706,117,736,,MISSION,ST,,,,,,,,,,,,,,"(FORMERLY KNOWN AS 222 JESSIE) SITE PA REMODEL AND SEISMIC UPGRADE OF (E) BLDG TO A HOUSE MUSEUM NEW PARTITIONS  ELECTRICAL/MECH-OFFICE"
#200107183909,2,2001/07/18,2006/02/23,ISSUED,9,2008/02/23,200000,360000,,,"1 FAMILY DWELLING",1,6190,34,79,,ERVINE,ST,,,,,,,,,,,,"DELTA DESIGN",4955138,"ERECT A THREE STORY SINGLE FAMILY DWELLING"
#200205015387,3,2002/05/01,2006/02/03,ISSUED,9,2007/02/03,20000,50000,"2 FAMILY DWELLING",2,APARTMENTS,3,2779,19,477,,BURNETT,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"LEGALIZE (E) 3 DWELLING UNIT ON G/FL"
#200208053129,2,2002/08/05,2006/02/21,ISSUED,9,2008/02/21,328000,523000,,,"1 FAMILY DWELLING",1,2719,47,1395,,CLAYTON,ST,,,,,,,,,,,,"BRUCE BONACKER 212 SUTTER ST SF CA 94108",4154344300,"ERECT A THREE STORY SINGLE FAMILY DWELLING (HOUSE A)"
#200208053133,2,2002/08/05,2006/02/21,ISSUED,9,2008/02/21,328000,560000,,,"1 FAMILY DWELLING",1,2719,47,1397,,CLAYTON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"BRUCE BONACKER 212 SUTTER ST SF CA 94108",4154344300,"ERECT A THREE STORY SINGLE FAMILY DWELLING (HOUSE B)"
#200302147508,3,2003/02/14,2006/02/10,ISSUED,9,2007/02/10,100000,100000,"ARTIST LIVE/WORK",3,"ARTIST LIVE/WORK",3,3969,1,499,,ALABAMA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"HARVEY HACKER ARCH",9570579,"UMB SEISMIC RETROFIT & ASSOCIATED DISABLED ACCESS WORK. UMB RETROFIT-GENERAL PROCEDURE-NEW STAIRS &"
#200304152299,3,2003/04/15,2006/02/02,ISSUED,9,2007/02/02,50000,60000,"RETAIL SALES",0,"RETAIL SALES",0,691,11,1235,,SUTTER,ST,,,ARASH,ZOKARE,6502597772,"NATIONAL EARTHQUAKE ENGINEERS  INC.",BAYSHORE,HY,BURLINGAME,CA,94010-0000,,,"UMB/SEISMIC RETROFITTING  SPECIAL PROCEDURE."
#200304303501,3,2003/04/30,2006/02/15,ISSUED,9,2007/02/15,100000,120000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2307,19,3138,,SANTIAGO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"DELTA DESIGN 965 HOWARD ST SF 94103",,"TWO STORY HORIZONTA/ ADDITION AT REAR."
#200305084055,3,2003/05/08,2006/02/08,ISSUED,9,2008/02/08,380000,900000,"RETAIL SALES",0,"RETAIL SALES",0,5596,017D,410,,"BAY SHORE",BL,,,DAVID,HAHN,4153309974,"AVALON CONSTRUCTION",EGBERT,AV,"SAN FRANCISCO",CA,94124-0000,"HAWK N. LEE 1609 NORIEGA SF  CA94122",4156816325,"HORIZONTAL ADDITION ON 2 FLOORS  NON-CONDITIONED SPACE. SPRINKLER UNDER SEPARATE PERMIT."
#200308202605,1,2003/08/20,2006/02/16,ISSUED,9,2010/08/16,10320000,10320000,,,MUSEUM,0,3706,117,720,,MISSION,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"TONY SANCHEZ-COREA  ARS",4153338080,"ERECT TO FIVE STORY ASSEMBLY/OFFICE/RETAIL/STORAGE BUILDING  WITH 2 BASEMENTS."
#200308293517,2,2003/08/29,2006/02/15,ISSUED,9,2008/02/15,210000,650000,,,"1 FAMILY DWELLING",1,5690,9,848,,PERALTA,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 2 STORY SINGLE FAMILY HOME"
#200308293521,2,2003/08/29,2006/02/15,ISSUED,9,2008/02/15,210000,650000,,,"1 FAMILY DWELLING",1,5690,10,850,,PERALTA,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"LEAVITT ARCHITECTURE 1327 MASON ST SF 94133",4156749100,"TO ERECT SINGLE FAMILY DWELLING"
#200309104379,2,2003/09/10,2006/02/17,ISSUED,9,2009/11/17,3500000,3500000,,,CHURCH,0,668,004B,1312,,POLK,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"FISHER FRIEDMAN ASSOC",5104201666,"ERECT 3 STORY RELIGIOUS CHURCH"
#200309104379,2,2003/09/10,2006/02/17,ISSUED,9,2009/11/17,3500000,3500000,,,CHURCH,0,668,004B,1300,,POLK,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"FISHER FRIEDMAN ASSOC",5104201666,"ERECT 3 STORY RELIGIOUS CHURCH"
#200309175059,3,2003/09/17,2006/02/28,ISSUED,9,2007/02/28,50000,252000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1050,3,1847,,SCOTT,ST,,,OBR,OBR,,OBR,OBR,,OBR,CA,00000-0000,"SANTOS URRUTIA ENG.",4156427722,"CONSTRUCT DRAWING FOR ADDITIONAL SCOPE OF WORK TO APPL#200303240454 & 200308061394 TO INCLUDE REAR"
#200310026442,3,2003/10/02,2006/02/01,ISSUED,9,2008/02/01,350000,403000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,4095,65,811,,"RHODE ISLAND",ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"GARY GEE ARCHITECTS INC.",4158638881,"ADD 9'-0 5/8"" TO REAR AT G/LEVEL. ADD 2 NEW FLOORS ABOVE 1/F  SINGLE HOME ADDITION TO ADD 1 NEW PARKING SPACE & 1 NEW UNIT. REPLACE ALL (E) WINDOWS & (E) SIDING."
#200312303212,3,2003/12/30,2006/02/02,ISSUED,9,2007/02/02,10000,64000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2654,14,82,,MARS,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"DELTA DESIGN 965 HOWARD ST SF CA   39633",,"TO RESPOND TO N.O.V. PER COMPLAINT #200345618 ALSO SERVE AS FINAL ""AS-BUILT"" RECORD PLANS. REV. TO PA# 200301225639."
#200401285045,2,2004/01/28,2006/02/13,ISSUED,9,2008/02/13,200000,483800,,,"2 FAMILY DWELLING",2,6665,023C,89,,MIGUEL,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT A THREE STORY TWO UNIT RESIDENTIAL BLDG"
#200402126238,3,2004/02/12,2006/02/16,ISSUED,9,2007/02/16,59400,59400,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,595,8,2050,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"PAT BUSCOVICH",7600636,"UMB SEISMIC SPECIAL PROCEDURE"
#200403037636,3,2004/03/03,2006/02/02,ISSUED,9,2007/02/02,150000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6342,29,773,,MADRID,ST,,,,,,,,,,,,"ANGELINA CHUONG",4157229611,"HORIZONTAL/VERTICAL ADDITION (N)2/F (BEDROOM BATHROOM & KITCHEN) PLUMB/ELEC ARE SEPERATE PERMITS"
#200404302727,3,2004/04/30,2006/02/07,ISSUED,9,2006/08/07,15000,15000,SCHOOL,5,SCHOOL,5,226,25,731,,COMMERCIAL,ST,,,"DAVID LOWE  HECTOR SANDOVAL",,9254552751,"COSCO FIRE PROTECTION INC","S VASCO",RD,LIVERMORE,CA,94551-0000,,,"PROVIDE NEW FIRE SPRINKLER SYSTEM TO (E) BLDG PER T/I CHANGES (39) SPRINKLERS AREA OF WORK IS ON BASEMENT - 1ST FLOOR ONLY."
