"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#200111284094,3,2001/11/28,2006/04/14,ISSUED,9,2007/04/14,50000,75000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6511,6,346,,"FAIR OAKS",ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMODEL (E) BUILDING ENTRY.",
#200205035733,3,2002/05/03,2006/04/24,ISSUED,9,2007/04/24,95000,310435,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2751,5,334,,COLLINGWOOD,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"ANDY FORREST",5662215,"WIDEN (E) AND LENGTHEN GARAGE AT BASEMENT LEVEL TO ACCOMODATE 2 AUTO STALLS  CREATE NEW FAMILY ROOM & BATH AT 1ST FLOOR. REMODEL 2ND FLOOR.",
#200206128815,2,2002/06/12,2006/04/26,ISSUED,9,2007/04/26,175000,300000,,,"1 FAMILY DWELLING",1,6274,016A,586,,LISBON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JOHN MARSH 11 AIRPORT BL #209 SSF  CA",6505884902,"ERECT A THREE STORY SINGLE FAMILY DWELLING",
#200206128820,6,2002/06/12,2006/04/26,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6274,016A,586,,LISBON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JOHN MARSH 11 AIRPORT #209 SSF CA 94080",6505884902,"DEMOLISH A TWO STORY  SINGLE FAMILY DWELLING.",
#200207191888,3,2002/07/19,2006/04/07,ISSUED,9,2008/04/07,200000,333000,OFFICE,1,"1 FAMILY DWELLING",1,838,32,124,,LILY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"TOPETCHER ARCH. 639A DIVISADERO ST S.F CA 94117",,"SCOPE OF WORK IS LIMITED TO: STRUCTURE LOCATED AT LILY STREET IS THE ADDITION OF 2 NEW FLOOR LEVELS TO THE (E) STURCTURE & ITS CONVERSION INTO A SINGLE FAMILY RESIDENCE WITH (EXISTING GARAGE  3 BEDROOMS  2 1/2 BATHS  KITCHEN / DINING ROOM. FAMILY ROOMS & NEW ROOF DECK.",
#200306046227,3,2003/06/04,2006/04/28,ISSUED,9,2007/04/28,205000,290000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,297,10,679,,SUTTER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW IMPROVEMENTS FOR RESTAURANT  BAR RELOCATE KITCHEN  BAR  TOILETS ADD MEZZANINE LEVEL @ FRONT OF",
#200306096596,3,2003/06/09,2006/04/28,ISSUED,9,2007/04/28,80000,140000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2329,4,2279,,20TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"SINGLE FAMILY RES. HORIZONTAL ADDITION",
#200307310905,3,2003/07/31,2006/04/24,ISSUED,9,2007/04/24,85000,455000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2708,9,170,,"ST GERMAIN",AV,,,OBR,OBR,,OBR,OBR,,OBR,CA,00000-0000,,,"EXTENSION OF EXTG BLDG/HORIZONTAL ADDITION",
#200312182558,2,2003/12/18,2006/04/11,ISSUED,9,2008/04/11,250000,729000,,,APARTMENTS,3,4209,40,2577,,BRYANT,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"MAYFAIR INTERNATIONAL",4156681618,"ERECT A NEW THREE STORY THREE UNIT RESIDENTIAL BLDG",
#200312243024,3,2003/12/24,2006/04/27,ISSUED,9,2006/08/27,1,1,"RETAIL SALES",0,"RETAIL SALES",0,1232,5,1420,,HAIGHT,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REVISION TO PA# 2003/04/21/2757 - DUE TO CONSTRUCTION ERROR  ELEVATOR CAB FLOOR PLAN HAS BEEN REVISED (REDUCE); TO FIT WITHIN STRUCTURAL CONSTRAINTS. NEW ELEVATOR MACHINE ROOM @ ROOF & NEW STAIRS TO ROOF.",
