"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200803288271,6,2008/03/28,2013/09/25,ISSUED,9,2014/01/25,5000,5000,"2 FAMILY DWELLING",2,,,0,,2,,0,,0,2630,18,1167,,STANYAN,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"FRONT BUILDING - ONE BUILDING ON 2 LOTS - TO DEMOLISH 2 FAMILY DWELLING RESIDENCE"
#200803288271,6,2008/03/28,2013/09/25,ISSUED,9,2014/01/25,5000,5000,"2 FAMILY DWELLING",2,,,0,,2,,1,,0,2630,17,1167,,STANYAN,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"FRONT BUILDING - ONE BUILDING ON 2 LOTS - TO DEMOLISH 2 FAMILY DWELLING RESIDENCE"
#200803288272,6,2008/03/28,2013/09/25,ISSUED,9,2014/01/25,800,800,"1 FAMILY DWELLING",1,,,0,,1,,1,,0,2630,17,1167,,STANYAN,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REAR BUILDING -DEMOLISH 1 FAMILY DWELLING RESIDENCE"
#200803288274,2,2008/03/28,2013/09/25,ISSUED,9,2015/09/25,848879,848879.38,,,"1 FAMILY DWELLING",1,2,,,3,1,,14,2630,17,1167,,STANYAN,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT SINGLE FAMILY DWELLING"
#200803288288,2,2008/03/28,2013/09/25,ISSUED,9,2015/09/25,944647.19,944647.19,,,"2 FAMILY DWELLING",2,2,,,3,0,,14,2630,18,1169,,STANYAN,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"New construction of two residential units  3 STORIES."
#200803288288,2,2008/03/28,2013/09/25,ISSUED,9,2015/09/25,944647.19,944647.19,,,"2 FAMILY DWELLING",2,2,,,3,0,,14,2630,18,1171,,STANYAN,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"New construction of two residential units  3 STORIES."
#200904025465,2,2009/04/02,2013/09/17,ISSUED,9,2015/09/17,250000,378000,,,"1 FAMILY DWELLING",1,2,,,3,1,,7,1710,6,1235,,40TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO ERECT 3 STORIES  NO BASEMENT  SINGLE FAMILY RESIDENCE."
#201009150963,3,2010/09/15,2013/09/03,ISSUED,9,2014/09/03,229500,229500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,8,Y,3,4,3,,18,962,2,2555,,DIVISADERO,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"VERTICAL ADDITION-ADD 5'11"" TO BLDG HEIGHT. INCLUDES NEW ROOM  CLOSET & BATH. 40 SF. HORIZONTAL ADDITION TO CURRENT 3RD FLOOR STAIRWAY. NEW DECK ADDITION @ CURRENT ROOF. STRUCTURAL/SEISMIC WORK AS REQ. NEW FIRE SPRINKLERS AT VERTICAL ADDITION."
#201011295727,6,2010/11/29,2013/09/16,ISSUED,9,2014/03/16,25000,25000,"RETAIL SALES",,,,0,,1,,1,,0,25,17,721,,BEACH,ST,,,DON,FISHER,4152971265,"FISHER DEVELOPMENT",201,"SPEAR ST  STE 220",,"SAN FRANCISCO",CA,94105-0000,,,"DEMOLISH 1 STORY OF COMMERCIAL BUILDING."
#201102089853,2,2011/02/08,2013/09/09,ISSUED,9,2014/09/09,207499,207499,,,"PRKNG GARAGE/PRIVATE",,2,,,1,1,,7,5668,5,218,,BOCANA,ST,,,JOHN,OREILLY,4152905205,"GECH INC.",376,21ST,AV,"SAN FRANCISCO",CA,94121-0000,,,"ERECT NEW PRIVATE 2 CAR GARAGE  TYPE 5 BUILDING."
