"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200805272962,3,2008/05/27,2016/10/17,ISSUED,9,2018/10/17,120000,379000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,1,2,2,,40,6911,19,107,,LUNADO,WY,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL REAR ADDITION: 5'X8"" @ BASEMENT & NEW DECK ABOVE ADDITIONAL 1/F; VERTICAL ADDITION: 8'-6"" FROM MIDPOINT OF (E) ROO FTO MIDPOINT OF NEW ROOF; NEW BEDROOM & NEW BATHS @ NEW 2ND FLR LVL  NEW POOL @ (E) BASEMENT LVL; (E) KITCHEN TO BE REMOVED; NEW INTERIOR STAIRS; NEW SKYLIGHTS & NEW WINDOWS."
#200806275518,2,2008/06/27,2016/10/24,ISSUED,9,2018/10/24,400000,900000,,,"2 FAMILY DWELLING",2,2,,,4,0,,13,1450,7,339,,18TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT A 3 STORIES  2 FAMILY DWELLING"
#201004200574,3,2010/04/20,2016/10/25,ISSUED,9,2017/10/25,85000,130000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,18,1712,001G,1251,,38TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL REAR EXTENSION FOR 2 STORY SINGLE FAMILY HOUSE & REMODELING. SITE PERMIT."
#201107079682,3,2011/07/07,2016/10/19,ISSUED,9,2017/10/19,240000,240000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,2,3,1,,10,6556,19,595,,CLIPPER,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ADDITION OF NEW THIRD FLOOR BEDROOM AND BATH WITH NEW STAIR FROM SECOND TO THIRD FLOOR. RENOVATION OF EXTERIOR FACADE INCLUDING NEW WINDOWS."
#201203196288,3,2012/03/19,2016/10/12,ISSUED,9,2018/10/12,175000,562479,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,1,,25,1404,23,2816,,CLEMENT,ST,,,PATRICK,"JUN LIN",4159998013,"AERO CONSTRUCTION INC",1945,"20TH AVENUE",,"SAN FRANCISCO",CA,94116-0000,,,"3RD FLOOR ADDITION & INTERIOR REMODEL. ADD REAR STAIRS. ADD BATHROOM  BEDROOM & REAR DECK ON GROUND FLOOR. ADD MASTER BEDROOM WITH BATH & WALKIN CLOSET ON 3RD FLOOR. ADD 3 BEDROOM & BATHROOM ON 3RD FLOOR."
#201204259120,3,2012/04/25,2016/10/17,ISSUED,9,2017/04/17,13000,13000,ANTENNA,0,ANTENNA,0,2,,1,1,0,,15,5548,3,10,,"BERNAL HEIGHTS",BL,,,VICTORIA,FENTON,4156423000,"METROPOLITAN ELECTRICAL CONSTRUCTION",2400,03RD,ST,"SAN FRANCISCO",CA,94107,,,"NextNav Wireless Telecommunications Services (WTS) Facility. INSTALL 1 NEW OMNI ANTENNA on existing tower  1 NEW GPS UNITS  1 NEW EQUIPMENT CABINET & 1 NEW RUN OF 7/8"" COAX."
#201208076803,2,2012/08/07,2016/10/14,ISSUED,9,2018/10/14,1000000,1000000,,,APARTMENTS,5,2,,,3,0,,14,869,7,127,,BUCHANAN,ST,,,"JOSEPH JOHN PAUL",OGLE,4153793900,"S4S CONSTRUCTION INC",4630,GEARY,BL,"SAN FRANCISCO",CA,94118-0000,,,"TO ERECT 4 STORIES  4 UNITS RESIDENTIAL BUILDING."
#201305146832,8,2013/05/14,2016/10/19,ISSUED,9,2017/10/19,90000,120000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,1,,12,5632,9,50,,BRADFORD,ST,,,"JUN HONG",ZHOU,4153086373,"HONG'S GENERAL CONSTRUCTION INC.",5532,"GEARY BLVD",,"SAN FRANCISCO",CA,94121-0000,,,"1)CONVERT (E)POWDER TO BATH RELOCATE BEDRM&UTILITY RM. ENLARGE FAMILY RM ON 1ST FL. 2)ADD ONE BEDRM&BATHRM.RELCATED BATH ON 2ND FL 3)CONVERT SUNROOM TO ENTERTAINMENT RM ON 3RD FL. 4)REMOVE STAIR W/ SPIRAL STAIR"
#201307313201,3,2013/07/31,2016/10/17,ISSUED,9,2017/10/17,78000,284000,APARTMENTS,26,APARTMENTS,29,2,,6,6,6,,23,275,5,972,,BUSH,ST,,,"PAULA DENICE",LUBNER,4156731152,"M H M CONSTRUCTION",3165,CALIFORNIA,ST,"SAN FRANCISCO",CA,94115-0000,,,"INTERIOR RENOVATION OF APARTMENT BUILDING. CONVERT RECREATION ROOM & OFICE ON GROUND FLOOR TO 3 NEW UNITS AS # 6  # 7 & #8. REMODEL (E) UNIT# 5 ON 2ND FLOOR. REPLACE WINDOWS PER PLAN. PROVIDE COMMON ROOF DECK. NO EXPANSION TO BUILDING ENVELOPE."
#201310108996,3,2013/10/10,2016/10/26,ISSUED,9,2017/10/26,30000,158000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,1,1,1,,9,5643,7,248,,PROSPECT,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"CONVERT PORTION OF (E) BASEMENT INTO GARAGE.  REMOVE (E) FRONT PORCH  REPLACE (E) PORCH WITH CONC. DECK.  EXTEND PORTION OF FRONT WALL (31 SF. ADDITION) @MAIN LEVEL"
