"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#200203040585,3,2002/03/04,2006/06/22,ISSUED,9,2007/06/22,200000,250000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1379,19,5736,,CALIFORNIA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL ADDITION.",
#200206048153,3,2002/06/04,2006/06/20,ISSUED,9,2006/12/20,10750,15000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,194,27,655,,JACKSON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"KWAN & ASSOCIATES",7770808,"REPLACE (E) CONCRETE SIDEWALK WITH NEW ",
#200206048153,3,2002/06/04,2006/06/20,ISSUED,9,2006/12/20,10750,15000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,194,27,655,,JACKSON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"KWAN & ASSOCIATES",7770808,"REPLACE (E) CONCRETE SIDEWALK WITH NEW ",
#200208063236,2,2002/08/06,2006/06/30,ISSUED,9,2008/06/30,1000000,1000000,,,APARTMENTS,3,1028,23,2863,,CALIFORNIA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"CHARLES NG",4156563528,"ERECT A THREE STORY THREE UNIT RESIDENTIAL BLDG WITH RESTAURANT",
#200208063239,6,2002/08/06,2006/06/30,ISSUED,9,,,,LAUNDRY/LAUNDROMAT,0,,,1028,23,2863,,CALIFORNIA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"CHARLES NG",6563528,"DEMOLISH 2 STORY LAUNDRY STORE",
#200209136413,3,2002/09/13,2006/06/16,ISSUED,9,2008/06/16,2000,380000,APARTMENTS,6,"MISC GROUP RESIDNS.",22,3641,36,3179,,23RD,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"VAN LY",4683222,"CONVERT (E) 6 DWELLING UNITS ON TWO FLOORS INTO A MENTALLY-ILL RESIDENTIAL CARE FACILITY (ADULT) FOR 22 AND/ OR FEWER (LEGALIZATION)",
#200210280040,2,2002/10/28,2006/06/22,ISSUED,9,2008/06/22,350000,1400000,,,APARTMENTS,4,5817,10,326,,ALEMANY,BL,,,,,,,,,,,,"JAIDIN CONSULTING GRP 205 -13THST SF CA94103",4158633888,"TO ERECT 4 STORIES OF 4 DWELLING UNITS WITH PARKING.",
#200210280040,2,2002/10/28,2006/06/22,ISSUED,9,2008/06/22,350000,1400000,,,APARTMENTS,4,5817,10,328,,ALEMANY,BL,,,,,,,,,,,,"JAIDIN CONSULTING GRP 205 -13THST SF CA94103",4158633888,"TO ERECT 4 STORIES OF 4 DWELLING UNITS WITH PARKING.",
#200212103204,3,2002/12/10,2006/06/05,ISSUED,9,2008/06/05,350000,350000,APARTMENTS,4,APARTMENTS,3,1528,23,2524,,ANZA,ST,0,,,,,,,,,,,"SIA CONSULTING ENGINEERS",5840504,"PROPSOED COMPLETE STRUCTURAL SEPARATION OF (E) 4 UNIT BLDG & VERTICAL ADDITION TO ACCOMMODATE 2",
#200212103204,3,2002/12/10,2006/06/05,ISSUED,9,2008/06/05,350000,350000,APARTMENTS,4,APARTMENTS,3,1528,23,2526,,ANZA,ST,,,,,,,,,,,,"SIA CONSULTING ENGINEERS",5840504,"PROPSOED COMPLETE STRUCTURAL SEPARATION OF (E) 4 UNIT BLDG & VERTICAL ADDITION TO ACCOMMODATE 2",
#200212103209,3,2002/12/10,2006/06/05,ISSUED,9,2008/06/05,350000,350000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1528,23,2528,,ANZA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"SIA CONSULTING ENGINEERS",5840504,"PROPOSED COMPLETE STRUCTURAL SEPARATION OF (E) 4 UNIT BUILDING TO ACCOMMODATE 2 UNIT CONDO BUILDINGS.",
