"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#200510054872,3,2005/10/05,2009/12/03,ISSUED,9,2010/12/03,50000,50000,OFFICE,,OFFICE,,314,16,285,,GEARY,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"to comply with nov 200562845-bid insp. structural drawings for replacement of wood beams with steel on jumbo roof sign installed without bldg. permit"
#200510054872,3,2005/10/05,2009/12/03,ISSUED,9,2010/12/03,50000,50000,OFFICE,,OFFICE,,314,16,291,,GEARY,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"to comply with nov 200562845-bid insp. structural drawings for replacement of wood beams with steel on jumbo roof sign installed without bldg. permit"
#200512281123,2,2005/12/28,2009/12/29,ISSUED,9,2011/12/29,741000,1200000,,,APARTMENTS,4,4991,241,101,,"EXECUTIVE PARK",BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 3 STORIES  4 RESIDENTIAL UNITS. BLDG# 24."
#200512281123,2,2005/12/28,2009/12/29,ISSUED,9,2011/12/29,741000,1200000,,,APARTMENTS,4,4991,279,101,,"EXECUTIVE PARK",BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 3 STORIES  4 RESIDENTIAL UNITS. BLDG# 24."
#200512281142,2,2005/12/28,2009/12/29,ISSUED,9,2012/06/29,1466000,2300000,,,APARTMENTS,8,4991,241,101,,"EXECUTIVE PARK",BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT 3 STORY 8 DWELLING UNITS."
#200512281142,2,2005/12/28,2009/12/29,ISSUED,9,2012/06/29,1466000,2300000,,,APARTMENTS,8,4991,279,101,,"EXECUTIVE PARK",BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT 3 STORY 8 DWELLING UNITS."
#200611036808,6,2006/11/03,2009/12/31,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6168,13,67,,BISHOP,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"DEMOLISH 2 STORIES 1 DWELLING UNIT BLDG."
#200611036809,2,2006/11/03,2009/12/31,ISSUED,9,2011/12/31,350000,600000,,,"1 FAMILY DWELLING",1,6168,13,67,,BISHOP,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT 3 STORIES 1 DWELLING UNIT BLDG."
#200611036812,6,2006/11/03,2009/12/31,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6168,12,71,,BISHOP,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"DEMOLISH 2 STORIES 1 DWELLING UNIT BLDG."
